rollout/episodes,reference_Q_std,rollout/actions_std,reference_actor_Q_mean,total/steps_per_second,rollout/episode_steps,total/episodes,total/steps,reference_perturbed_action_std,total/duration,train/loss_critic,total/epochs,reference_action_mean,rollout/Q_mean,train/loss_actor,reference_action_std,train/param_noise_distance,param_noise_stddev,rollout/return,obs_rms_mean,rollout/return_history,reference_actor_Q_std,reference_Q_mean,rollout/actions_mean,reference_perturbed_action_mean,obs_rms_std
32.0,1.4741357564926147,0.6342583704438557,53.82396697998047,133.03173465387945,1000.0,32.0,32000,0.5956171751022339,240.5441083908081,3.177751660346985,16,0.04326866567134857,16.520559336049597,-29.39886203765869,0.5722088813781738,0.20472869038581848,0.029019069447335507,-108.20830261739458,0.11551418900489807,-108.20830261739458,1.3115806579589844,52.87392044067383,-0.563596685695199,0.16916675865650177,2.0439820289611816
34.0,1.4016408920288086,0.6302666760446682,56.01979446411133,133.38127550484967,1000.0,34.0,34000,0.5803821086883545,254.9083435535431,4.61741312623024,17,-0.015219231136143208,18.956234405614108,-33.770825424194335,0.6160323619842529,0.208269701898098,0.02960235274322695,-60.034043873339044,0.11845164000988007,-60.034043873339044,1.1884647607803345,55.16071701049805,-0.5406048437561677,-0.07084252685308456,2.060087203979492
36.0,2.1693055629730225,0.6276957188893195,57.45501708984375,133.460365457263,1000.0,36.0,36000,0.5624365210533142,269.74300479888916,2.671226396560669,18,0.10479527711868286,21.131566842806112,-35.421989555358884,0.5450888872146606,0.205530723631382,0.028447279136688073,-35.034188668282894,0.1176692470908165,-35.034188668282894,2.103433847427368,56.52977752685547,-0.5233117496875493,0.17027926445007324,2.050039529800415
38.0,2.3704140186309814,0.6345838491027022,59.82384490966797,133.7545184750832,1000.0,38.0,38000,0.5844990611076355,284.1025516986847,1.6015227365493774,19,0.22978603839874268,23.144009536528372,-41.5134143447876,0.5524526834487915,0.2008474835753441,0.02960235274322695,-5.630932349760512,0.11703824251890182,-5.630932349760512,2.1995222568511963,58.85034942626953,-0.49435446832054386,0.2976515293121338,2.058300018310547
40.0,2.4743945598602295,0.6270508230749166,63.55683135986328,134.1708764959579,1000.0,40.0,40000,0.6096102595329285,298.12729144096375,3.976116465330124,20,0.1181962788105011,25.28767328528026,-46.160564270019535,0.5876664519309998,0.2030399465560913,0.026798623766663403,36.33688031972808,0.11778716742992401,36.33688031972808,2.134061098098755,62.30729675292969,-0.49013136615969144,0.11042972654104233,2.0748422145843506
42.0,2.3854451179504395,0.6343610372209401,66.7681884765625,134.17206870833027,1000.0,42.0,42000,0.6603171825408936,313.0308744907379,5.700825833082199,21,0.2090436965227127,26.85664496596663,-50.08443626403809,0.6646758317947388,0.20240854054689408,0.027337276104373337,66.25135995370913,0.11910179257392883,66.25135995370913,2.2987406253814697,65.50076293945312,-0.468145658510747,0.23807160556316376,2.085977792739868
44.0,2.2642769813537598,0.6305707446931446,70.70069885253906,134.57819427417516,1000.0,44.0,44000,0.6394693851470947,326.947468996048,5.440795334577561,22,0.2992044687271118,29.014256009557116,-55.14851547241211,0.6402878165245056,0.1993348017334938,0.028447279136688073,101.6102441130131,0.12036099284887314,101.6102441130131,2.287386417388916,69.48889923095703,-0.45930542341615854,0.3036149740219116,2.1154723167419434
46.0,2.5734896659851074,0.6260256244594221,74.96477508544922,134.49072021098524,1000.0,46.0,46000,0.6580376625061035,342.0310332775116,8.114680299758911,23,0.2810383439064026,31.109876323969548,-58.35487274169922,0.6833148002624512,0.20004537880420684,0.028447279136688073,125.15344011432677,0.11983739584684372,125.15344011432677,2.2794885635375977,73.78392028808594,-0.4464665375817386,0.30315831303596497,2.1368634700775146
48.0,2.2130236625671387,0.6194136884477189,77.64904022216797,134.7579150746625,1000.0,48.0,48000,0.7224692106246948,356.19429087638855,5.6800908589363095,24,0.29162678122520447,31.52205522437277,-59.97904815673828,0.6968121528625488,0.2023256516456604,0.02960235274322695,130.5879876018184,0.11884953081607819,130.5879876018184,2.1231234073638916,76.5447769165039,-0.45178007428463474,0.25284770131111145,2.1242499351501465
50.0,2.6610419750213623,0.6152958289859417,82.0799560546875,135.01037646924686,1000.0,50.0,50000,0.6634712815284729,370.34190487861633,3.747847639322281,25,0.26215097308158875,32.188933982083874,-62.50094924926758,0.7091834545135498,0.2010012024641037,0.02960235274322695,130.42695820112718,0.1182394027709961,130.42695820112718,2.4661056995391846,80.54463195800781,-0.46652671590648087,0.3657641112804413,2.1169886589050293
52.0,3.042637348175049,0.6136070527630358,85.21248626708984,134.9499639298533,1000.0,52.0,52000,0.7300112247467041,385.32800221443176,10.637022249698639,26,0.37135425209999084,32.83948141919427,-65.64828926086426,0.6961426734924316,0.20047161906957625,0.02960235274322695,127.96777751306257,0.11888910830020905,127.96777751306257,2.402881145477295,83.3348617553711,-0.4736673574121173,0.2564159631729126,2.1171367168426514
54.0,2.122147798538208,0.6131881455047856,88.04212951660156,135.03108186023596,1000.0,54.0,54000,0.6792476773262024,399.9079267978668,7.336842542886734,27,0.20960664749145508,33.93450623102879,-65.5026180267334,0.6784809827804565,0.19731397181749344,0.028447279136688073,133.81982861749134,0.11923565715551376,133.81982861749134,1.9902307987213135,86.7314453125,-0.47049419961570077,0.22713135182857513,2.118777275085449
56.0,2.347327947616577,0.6351219025439084,90.85006713867188,134.99151866951632,1000.0,56.0,56000,0.6785953044891357,414.8408770561218,4.497029528617859,28,0.22701303660869598,34.474340448374264,-67.54031921386719,0.6628369092941284,0.1993262818455696,0.02788675535407124,145.21441004513343,0.12138829380273819,145.21441004513343,2.349407434463501,89.70278930664062,-0.4383085436528695,0.1518559753894806,2.110696792602539
58.0,1.998963713645935,0.6533913129220127,94.93655395507812,135.18273996479257,1000.0,58.0,58000,0.7481828927993774,429.0488564968109,2.2427346396446226,29,0.24779517948627472,34.996714775570574,-67.08247573852539,0.7318179607391357,0.19609106659889222,0.029019069447335507,154.73045698828602,0.12333472818136215,154.73045698828602,1.9499396085739136,93.57015991210938,-0.4069277293704806,0.22637997567653656,2.10491681098938
60.0,2.3497354984283447,0.6524533386483129,98.65083312988281,135.0543906704938,1000.0,60.0,60000,0.7144649624824524,444.2654526233673,11.578445196151733,30,0.19412760436534882,37.31099774700012,-71.79095176696778,0.7566524147987366,0.20595979064702988,0.027337276104373337,182.99078195145472,0.12436702847480774,182.99078195145472,2.4961884021759033,97.08828735351562,-0.3945653761786978,0.21917212009429932,2.1190075874328613
62.0,2.5864291191101074,0.6498693665400807,101.86683654785156,135.17034531662867,1000.0,62.0,62000,0.767369270324707,458.6804883480072,5.33940304517746,31,0.21858032047748566,39.615242576929894,-73.68158218383789,0.7540009617805481,0.20580431044101716,0.027337276104373337,208.75338138466535,0.12509693205356598,208.75338138466535,2.2486040592193604,100.29224395751953,-0.3826734840811719,0.2562076151371002,2.131664276123047
64.0,2.117823600769043,0.649880789936535,104.27571105957031,135.032303076565,1000.0,64.0,64000,0.7824488878250122,473.9606637954712,2.502741973400116,32,0.24170617759227753,41.86253324504948,-75.92901649475098,0.759209930896759,0.20365958869457246,0.02788675535407124,240.9655692218095,0.12620511651039124,240.9655692218095,2.0933427810668945,102.91896057128906,-0.36842266438151067,0.22418010234832764,2.143606662750244
66.0,2.0786855220794678,0.657512903844914,107.29469299316406,134.7238327585728,1000.0,66.0,66000,0.776192307472229,489.8910508155823,9.671421287059784,33,0.2549305260181427,44.046680490515506,-77.07897430419922,0.7674105167388916,0.20297998070716858,0.028447279136688073,268.06168651731855,0.12724824249744415,268.06168651731855,2.086473226547241,105.8818359375,-0.34750036882388446,0.2551991641521454,2.1547250747680664
68.0,2.7693450450897217,0.6636349213007218,110.79010009765625,134.91154365865685,1000.0,68.0,68000,0.7255257368087769,504.0339629650116,7.152754094600677,34,0.11310435086488724,46.160558703555836,-81.5448387145996,0.7673006057739258,0.20108442813158034,0.026798623766663403,291.7201203689245,0.12868355214595795,291.7201203689245,2.809464931488037,109.13563537597656,-0.32759438299092697,0.22577150166034698,2.1680078506469727
70.0,2.7891175746917725,0.6644778711963817,113.22828674316406,134.60916752087104,1000.0,70.0,70000,0.738135039806366,520.0240168571472,19.590215981006622,35,0.07971365749835968,48.217283429793,-82.4793571472168,0.7821153998374939,0.2032346972823143,0.029019069447335507,304.84975198162357,0.12916795909404755,304.84975198162357,2.601935625076294,111.55085754394531,-0.32102124736446025,0.2577413022518158,2.1970109939575195
72.0,2.9420459270477295,0.6669566995893235,114.61973571777344,134.6710780133973,1000.0,72.0,72000,0.7490683197975159,534.6359519958496,15.400766842365265,36,0.17040999233722687,50.224271310561285,-84.13765808105468,0.7452365756034851,0.201125365793705,0.027337276104373337,321.9957674510364,0.13006897270679474,321.9957674510364,2.8339200019836426,113.2154541015625,-0.3062796056976901,0.1001281812787056,2.213474988937378
74.0,1.9570096731185913,0.6741282902634811,115.95645904541016,134.4714350384252,1000.0,74.0,74000,0.7911259531974792,550.302746295929,7.01375004529953,37,0.06861364096403122,52.22322490513652,-89.92960418701172,0.745045006275177,0.20352477580308914,0.027337276104373337,345.99641784676544,0.13111937046051025,345.99641784676544,1.9813838005065918,114.6199722290039,-0.2842962438865721,0.006776647176593542,2.219571352005005
76.0,1.6132699251174927,0.6755166976637095,118.4813232421875,134.4177254453356,1000.0,76.0,76000,0.7936567664146423,565.4016220569611,2.2267211842536927,38,0.13840614259243011,54.15186810911961,-91.9733039855957,0.780757486820221,0.20318431228399278,0.026798623766663403,373.5511535934558,0.1319192498922348,373.5511535934558,1.5393030643463135,117.09544372558594,-0.2689194701274462,0.13962678611278534,2.2262678146362305
78.0,2.6768176555633545,0.6743904596468421,119.14358520507812,134.382841592505,1000.0,78.0,78000,0.7534034252166748,580.4312446117401,17.176871359348297,39,0.09485363960266113,56.008966004365575,-93.48147216796875,0.7419810891151428,0.20254302501678467,0.026270585008002553,395.5635047703347,0.13292576372623444,395.5635047703347,1.8806464672088623,117.47988891601562,-0.26171969051215993,0.09667549282312393,2.229039192199707
80.0,2.251897096633911,0.6722201632392372,121.91230773925781,134.45589580564703,1000.0,80.0,80000,0.7410508394241333,594.9906437397003,2.5361682653427122,40,0.0827517881989479,57.85892947070007,-95.58873260498046,0.7485650777816772,0.19948577880859375,0.026798623766663403,419.01046406838196,0.1338929831981659,419.01046406838196,2.2630257606506348,120.41351318359375,-0.2562654777415192,0.02629815973341465,2.2347562313079834
82.0,2.105438470840454,0.6699375868018939,123.69424438476562,134.15982634666557,1000.0,82.0,82000,0.7722217440605164,611.2112860679626,18.42189582824707,41,0.13894791901111603,59.67798597621341,-99.17818176269532,0.7646625638008118,0.20271918088197707,0.0252455158307554,443.248933458465,0.13483206927776337,443.248933458465,2.1124494075775146,122.06267547607422,-0.25119610573415635,0.1583101749420166,2.241795301437378
84.0,1.456908106803894,0.6663619588497451,126.63920593261719,134.06615663377147,1000.0,84.0,84000,0.7423326969146729,626.5563368797302,16.814743337631224,42,0.02477366290986538,61.39097008638727,-100.80197036743164,0.7543008327484131,0.20644002467393874,0.026798623766663403,457.34674625915363,0.13498741388320923,457.34674625915363,1.716657280921936,124.96435546875,-0.24807391423028743,0.019381122663617134,2.247645139694214
86.0,1.793626308441162,0.6644973219347177,127.91739654541016,134.04716085606725,1000.0,86.0,86000,0.7552790641784668,641.5652480125427,17.734715595245362,43,0.08627426624298096,63.17561115954093,-102.33842193603516,0.7569901347160339,0.19616306334733963,0.026270585008002553,477.07065634000656,0.135966494679451,477.07065634000656,1.888361930847168,126.40377807617188,-0.23805852709353476,0.19562090933322906,2.2434589862823486
88.0,1.7092626094818115,0.6654307416471121,129.56649780273438,133.76871443644455,1000.0,88.0,88000,0.7991814017295837,657.8518779277802,42.331896145343784,44,0.1439228653907776,64.89443270593885,-106.34264877319336,0.7757401466369629,0.20013997942209244,0.0252455158307554,490.5962969727257,0.13651242852210999,490.5962969727257,1.6004208326339722,127.7708511352539,-0.22453415653179185,0.08096016198396683,2.2400522232055664
90.0,1.5923864841461182,0.6627958706350852,131.0207061767578,133.8368282915095,1000.0,90.0,90000,0.7366524934768677,672.4606459140778,20.505114483833314,45,0.11535662412643433,66.55298352743259,-107.52360229492187,0.7364571690559387,0.20806527614593506,0.025752950698953586,500.85793434116067,0.1366378664970398,500.85793434116067,1.7675238847732544,129.45285034179688,-0.22143890733949212,0.1833687573671341,2.2410309314727783
92.0,2.2976253032684326,0.6675538178512845,133.13250732421875,133.8232388758898,1000.0,92.0,92000,0.720243513584137,687.4740200042725,14.121980104446411,46,0.08057393878698349,68.17970459587164,-110.13080886840821,0.7229259610176086,0.19905463337898255,0.025752950698953586,509.99702583794385,0.13739892840385437,509.99702583794385,2.4098260402679443,131.50827026367188,-0.20454456286519385,0.08763652294874191,2.2416040897369385
94.0,2.1795637607574463,0.6687704764875506,135.79351806640625,133.71912396025846,1000.0,94.0,94000,0.7945466637611389,702.9660172462463,9.621179089546203,47,0.047924429178237915,69.8775378503749,-110.44514251708985,0.7917304635047913,0.20027098655700684,0.026270585008002553,533.8685492506715,0.13895581662654877,533.8685492506715,2.1374285221099854,133.5015869140625,-0.19252830940242233,-0.04014069214463234,2.2459514141082764
96.0,1.9003305435180664,0.6659615417082432,138.9783172607422,133.74680265458807,1000.0,96.0,96000,0.7492621541023254,717.7741680145264,9.434679617881775,48,0.023123091086745262,71.35585033946737,-115.60712799072266,0.7588565349578857,0.20462920248508454,0.026270585008002553,538.0122354394887,0.13875268399715424,538.0122354394887,1.835309624671936,137.16505432128906,-0.1972413111451627,0.08812130242586136,2.252455234527588
98.0,2.2648801803588867,0.6637902177578319,139.30648803710938,133.65776954914338,1000.0,98.0,98000,0.7257845401763916,733.215886592865,14.141761240959168,49,-0.08627486974000931,72.95411347343975,-118.50171661376953,0.7059792280197144,0.20254651546478272,0.025752950698953586,550.9916898239271,0.13913294672966003,550.9916898239271,2.2938060760498047,137.66189575195312,-0.19285637369496633,0.02799186110496521,2.256042242050171
100.0,2.13352108001709,0.6644591479007149,141.4656219482422,133.56895898949955,1000.0,100.0,100000,0.8187547326087952,748.6769437789917,16.765049746036528,50,0.08073335886001587,74.54194422429565,-117.03262252807617,0.814014732837677,0.2038176104426384,0.026798623766663403,568.6273784443484,0.14020654559135437,568.6273784443484,2.233865976333618,139.48057556152344,-0.18601106946144458,0.08648370951414108,2.262794017791748
102.0,2.029594898223877,0.6667090995402037,143.70529174804688,133.1546879352784,1000.0,102.0,102000,0.759204626083374,766.0263531208038,16.412745697498323,51,0.09885164350271225,75.34463844494145,-121.81545059204102,0.7710531949996948,0.2069231829047203,0.02788675535407124,578.5358912187601,0.14123448729515076,594.7706201181159,2.2134664058685303,141.96876525878906,-0.18161238244999178,0.11467064172029495,2.265285015106201
104.0,1.9460210800170898,0.6683394334003381,145.0484161376953,133.2639238990812,1000.0,104.0,104000,0.7982373833656311,780.4062566757202,31.020870530605315,52,0.13485823571681976,76.89024645336205,-121.63770721435547,0.7691894173622131,0.20138103127479554,0.025752950698953586,595.7864860030187,0.1423894464969635,630.5257692180162,2.215275287628174,143.14816284179688,-0.17129241439370826,0.13728822767734528,2.2692267894744873
106.0,2.290292263031006,0.6680900914274698,146.64358520507812,133.4124625393018,1000.0,106.0,106000,0.7697733640670776,794.5284719467163,29.228295071125032,53,0.17348700761795044,78.4318695590935,-123.8526596069336,0.7565752267837524,0.20353966891765596,0.025752950698953586,618.6569339422986,0.14364778995513916,671.8217133990528,2.2854316234588623,144.84762573242188,-0.16261813722070248,0.1356624811887741,2.2745792865753174
108.0,2.198974847793579,0.6661137930873149,147.83737182617188,133.2687290017753,1000.0,108.0,108000,0.7394677996635437,810.3926615715027,12.496558945178986,54,0.0797201469540596,79.92519518647705,-125.30499084472656,0.7767754197120667,0.20171223163604737,0.026798623766663403,637.8770330606088,0.1449861228466034,707.5512570192483,2.4082772731781006,145.9598388671875,-0.15850536942614446,0.024785181507468224,2.2755231857299805
110.0,2.797544479370117,0.6659262592036232,150.67874145507812,133.37435244155253,1000.0,110.0,110000,0.8007772564888,824.7462723255157,4.529928452968598,55,0.06423601508140564,80.91294637186205,-127.74512268066407,0.8035640716552734,0.20458427906036378,0.02788675535407124,650.1350707871584,0.14572454988956451,726.3054719914911,2.7693920135498047,148.53663635253906,-0.15577310719684428,0.16281560063362122,2.277047872543335
112.0,2.280221462249756,0.6687015987738926,151.8727264404297,133.4005586751625,1000.0,112.0,112000,0.758160412311554,839.5766937732697,10.928339128494263,56,0.04688960686326027,82.36866058756947,-129.5206883239746,0.7740750908851624,0.2056507357954979,0.02788675535407124,666.9435949537884,0.14712883532047272,760.4898914029073,2.4636807441711426,149.89561462402344,-0.1442927570802861,0.04613375663757324,2.287466526031494
114.0,2.7588045597076416,0.6679722411743524,153.53018188476562,133.3970113222753,1000.0,114.0,114000,0.7514173984527588,854.5918598175049,12.917636439800262,57,0.043208684772253036,83.80383510267006,-130.70305908203125,0.7651886343955994,0.20377938240766524,0.026270585008002553,679.2880186028415,0.14767654240131378,796.382981398111,2.903169631958008,151.62107849121094,-0.1382442813547499,0.07882203906774521,2.2903175354003906
116.0,2.3659582138061523,0.6688833905598284,155.76756286621094,133.2680320631855,1000.0,116.0,116000,0.7691969275474548,870.426299571991,24.010634961128236,58,0.04276496171951294,85.27356680993688,-131.52732681274415,0.7557194232940674,0.20125851094722746,0.026270585008002553,699.3477134079667,0.14903417229652405,842.3365021987363,2.5421853065490723,153.82882690429688,-0.12825041664088538,0.01921059750020504,2.2945568561553955
118.0,2.736030340194702,0.6693566604849353,157.49911499023438,133.2836445202849,1000.0,118.0,118000,0.7750855684280396,885.3299324512482,35.86492113590241,59,-0.00917423889040947,86.69935426419775,-134.6425424194336,0.7842888832092285,0.20436986297369003,0.026270585008002553,714.681887291109,0.14998558163642883,876.2942460592218,2.328117847442627,154.89715576171875,-0.11931851084528444,0.01018128264695406,2.2967302799224854
120.0,2.285940647125244,0.6694214787700875,159.6847381591797,133.21012952862964,1000.0,120.0,120000,0.7890300750732422,900.8323948383331,13.51980989933014,60,0.011254857294261456,88.1309928844323,-137.0051240539551,0.8075549602508545,0.1999489411711693,0.025752950698953586,734.2372681800349,0.15132056176662445,914.3363409148212,2.3104960918426514,157.48980712890625,-0.11077905156015988,-0.032627686858177185,2.3003454208374023
122.0,2.004423141479492,0.671234052157378,160.64439392089844,133.08438334623668,1000.0,122.0,122000,0.7836997509002686,916.7116150856018,28.22541491985321,61,0.0943801999092102,89.5014839648761,-135.6530909729004,0.8004735112190247,0.20134837359189986,0.026270585008002553,748.6479223925495,0.15233761072158813,938.3604361506066,1.908302664756775,158.75653076171875,-0.09949620018875413,0.1333475410938263,2.30007266998291
124.0,2.0884909629821777,0.6715260845132898,161.55186462402344,132.98266622704347,1000.0,124.0,124000,0.7859089374542236,932.4523527622223,37.17970335483551,62,0.17400376498699188,90.86747528690199,-139.64925506591797,0.7868395447731018,0.20550514340400697,0.027337276104373337,764.5230284435027,0.15310215950012207,979.4927500383975,2.050130844116211,159.84762573242188,-0.09061231552559984,0.08761178702116013,2.3023931980133057
126.0,2.263512134552002,0.6732384954353303,163.1287841796875,132.9290484120418,1000.0,126.0,126000,0.8090223670005798,947.8740839958191,6.260977892875672,63,0.01564689911901951,89.0250292231384,-138.0698600769043,0.805787205696106,0.19802872627973556,0.026270585008002553,746.1671662150521,0.15356533229351044,981.9023525322468,2.1355862617492676,161.4588165283203,-0.0879442764020452,0.01272420585155487,2.290914297103882
128.0,2.8569602966308594,0.6767346192775825,164.28097534179688,132.93877917514925,1000.0,128.0,128000,0.7751052379608154,962.8492212295532,31.922560665607453,64,-0.08046174049377441,88.75453182039786,-140.15480926513672,0.8006303310394287,0.2043558230996132,0.028447279136688073,741.8850146466852,0.15406958758831024,992.2479030164307,2.856566905975342,162.10305786132812,-0.07697247844410983,0.048900336027145386,2.2890896797180176
130.0,2.6066136360168457,0.6772490501874028,166.0178680419922,132.8669109494449,1000.0,130.0,130000,0.7604520320892334,978.4226868152618,28.556867280006408,65,0.05896677076816559,90.12312504986619,-143.10048538208008,0.7718487977981567,0.19861707597970962,0.029019069447335507,754.0208701045459,0.1547129601240158,1022.9088772754071,2.688394784927368,164.12489318847656,-0.06902355690403696,0.19354553520679474,2.2950711250305176
132.0,2.3406665325164795,0.6775632137037327,167.7662811279297,132.7343846649461,1000.0,132.0,132000,0.8069273829460144,994.4672613143921,34.55885488986969,66,0.0298000555485487,91.50544867658256,-144.16088684082033,0.7896535396575928,0.20567354440689087,0.0252455158307554,767.3747005211291,0.155751034617424,1047.5612615254568,2.4442296028137207,165.46542358398438,-0.061839017384528384,0.05325235053896904,2.302647113800049
134.0,2.489703416824341,0.6776325999831321,169.65573120117188,132.81697723063135,1000.0,134.0,134000,0.7456719875335693,1008.9071652889252,34.86993886947632,67,0.11006716638803482,92.82648404834167,-146.8149740600586,0.7534341216087341,0.20210105836391448,0.026270585008002553,776.9925298506276,0.15639953315258026,1061.5815649167762,2.452019214630127,167.56134033203125,-0.054825079987749756,0.14672669768333435,2.308469295501709
136.0,1.7807233333587646,0.6779398026026057,171.06988525390625,132.9221356002704,1000.0,136.0,136000,0.7653385996818542,1023.1553938388824,14.544742817878722,68,0.15068471431732178,94.05679348164098,-147.3502345275879,0.7517328858375549,0.2054145574569702,0.026270585008002553,783.0518938415535,0.15666618943214417,1077.5628835450943,1.6569223403930664,169.09295654296875,-0.047879229375465446,0.17943452298641205,2.3149807453155518
